,index,date,duration,item,month,network
707,707,07/02/2015 16:16,1.0,sms,2015-02,Three
708,708,07/02/2015 16:27,141.0,call,2015-02,Tesco
710,710,07/02/2015 17:56,121.0,call,2015-02,Tesco
711,711,07/02/2015 18:23,2.0,call,2015-02,Three
712,712,07/02/2015 22:18,1.0,sms,2015-02,Three
713,713,07/02/2015 22:30,1.0,sms,2015-02,Three
714,714,07/02/2015 22:30,1.0,sms,2015-02,Three
715,715,08/02/2015 06:58,34.429,data,2015-02,Tesco
716,716,08/02/2015 20:54,80.0,call,2015-02,Tesco
717,717,09/02/2015 06:58,34.429,data,2015-02,Tesco
720,720,09/02/2015 17:54,89.0,call,2015-02,Three
721,721,09/02/2015 18:32,1.0,sms,2015-02,Vodafone
722,722,09/02/2015 22:54,1.0,sms,2015-02,Meteor
723,723,10/02/2015 00:24,1.0,sms,2015-02,Vodafone
724,724,10/02/2015 00:24,1.0,sms,2015-02,Vodafone
725,725,10/02/2015 06:58,34.429,data,2015-02,Tesco
726,726,10/02/2015 21:40,1.0,sms,2015-02,Vodafone
727,727,11/02/2015 06:58,34.429,data,2015-02,Tesco
728,728,12/02/2015 06:58,34.429,data,2015-02,Tesco
729,729,12/02/2015 20:15,69.0,call,2015-03,Tesco
730,730,12/02/2015 20:51,86.0,call,2015-03,Tesco
731,731,13/02/2015 06:58,34.429,data,2015-03,Tesco
732,732,13/02/2015 10:58,451.0,call,2015-03,Vodafone
733,733,13/02/2015 21:13,8.0,call,2015-03,Vodafone
734,734,14/02/2015 06:58,34.429,data,2015-03,Tesco
735,735,14/02/2015 15:40,106.0,call,2015-03,Three
736,736,14/02/2015 16:06,148.0,call,2015-03,Tesco
737,737,15/02/2015 06:58,34.429,data,2015-03,Tesco
738,738,15/02/2015 18:44,21.0,call,2015-03,Tesco
739,739,16/02/2015 06:58,34.429,data,2015-03,Tesco
740,740,17/02/2015 06:58,34.429,data,2015-03,Tesco
741,741,17/02/2015 15:59,24.0,call,2015-03,Meteor
743,743,18/02/2015 06:58,34.429,data,2015-03,Tesco
744,744,18/02/2015 18:49,165.0,call,2015-03,Tesco
745,745,18/02/2015 19:56,94.0,call,2015-03,Three
746,746,19/02/2015 06:58,34.429,data,2015-03,Tesco
747,747,19/02/2015 18:46,1.0,sms,2015-03,Vodafone
748,748,19/02/2015 22:00,1.0,sms,2015-03,Vodafone
749,749,19/02/2015 22:00,1.0,sms,2015-03,Vodafone
750,750,19/02/2015 22:00,1.0,sms,2015-03,Vodafone
751,751,20/02/2015 06:58,34.429,data,2015-03,Tesco
752,752,20/02/2015 13:45,68.0,call,2015-03,Vodafone
753,753,21/02/2015 06:58,34.429,data,2015-03,Tesco
754,754,22/02/2015 06:58,34.429,data,2015-03,Tesco
755,755,23/02/2015 06:58,34.429,data,2015-03,Tesco
756,756,23/02/2015 20:49,182.0,call,2015-03,Tesco
757,757,24/02/2015 06:58,34.429,data,2015-03,Tesco
758,758,24/02/2015 10:05,107.0,call,2015-03,Tesco
759,759,24/02/2015 13:32,1.0,sms,2015-03,Three
760,760,24/02/2015 13:32,1.0,sms,2015-03,Three
761,761,25/02/2015 06:58,34.429,data,2015-03,Tesco
762,762,25/02/2015 12:56,117.0,call,2015-03,Tesco
763,763,25/02/2015 12:58,129.0,call,2015-03,Vodafone
764,764,25/02/2015 13:15,356.0,call,2015-03,Three
765,765,25/02/2015 13:21,1.0,sms,2015-03,Tesco
766,766,25/02/2015 13:22,1.0,sms,2015-03,Tesco
767,767,25/02/2015 13:22,1.0,sms,2015-03,Tesco
768,768,25/02/2015 13:22,1.0,sms,2015-03,Tesco
769,769,25/02/2015 13:26,194.0,call,2015-03,Tesco
770,770,25/02/2015 13:46,229.0,call,2015-03,Tesco
771,771,25/02/2015 15:45,32.0,call,2015-03,Vodafone
772,772,26/02/2015 06:58,34.429,data,2015-03,Tesco
773,773,26/02/2015 16:38,570.0,call,2015-03,Vodafone
774,774,26/02/2015 22:34,29.0,call,2015-03,Tesco
775,775,27/02/2015 06:58,34.429,data,2015-03,Tesco
776,776,27/02/2015 13:50,27.0,call,2015-03,Three
777,777,27/02/2015 14:33,107.0,call,2015-03,Three
778,778,27/02/2015 14:36,128.0,call,2015-03,Vodafone
779,779,28/02/2015 06:58,34.429,data,2015-03,Tesco
780,780,28/02/2015 14:09,335.0,call,2015-03,Tesco
781,781,28/02/2015 14:57,49.0,call,2015-03,Meteor
782,782,28/02/2015 15:09,5.0,call,2015-03,Three
783,783,28/02/2015 15:49,305.0,call,2015-03,Tesco
784,784,28/02/2015 16:00,207.0,call,2015-03,Tesco
785,785,28/02/2015 17:13,11.0,call,2015-03,Tesco
786,786,28/02/2015 17:14,3.0,call,2015-03,Tesco
787,787,28/02/2015 17:17,33.0,call,2015-03,Tesco
788,788,28/02/2015 21:25,357.0,call,2015-03,Three
789,789,28/02/2015 21:55,1.0,sms,2015-03,Vodafone
790,790,28/02/2015 22:39,1.0,sms,2015-03,Three
791,791,01/03/2015 06:58,34.429,data,2015-03,Tesco
792,792,01/03/2015 12:19,9.0,call,2015-03,Meteor
793,793,02/03/2015 06:58,34.429,data,2015-03,Tesco
794,794,02/03/2015 09:19,1.0,sms,2015-03,Vodafone
795,795,02/03/2015 09:19,1.0,sms,2015-03,Vodafone
796,796,02/03/2015 09:23,1.0,sms,2015-03,Vodafone
797,797,02/03/2015 09:30,1.0,sms,2015-03,Vodafone
798,798,02/03/2015 09:30,1.0,sms,2015-03,Vodafone
799,799,02/03/2015 13:07,463.0,call,2015-03,Three
800,800,02/03/2015 14:53,2.0,call,2015-03,Tesco
801,801,02/03/2015 14:54,93.0,call,2015-03,Tesco
802,802,02/03/2015 17:35,192.0,call,2015-03,Meteor
803,803,02/03/2015 20:48,34.0,call,2015-03,Tesco
804,804,03/03/2015 06:58,34.429,data,2015-03,Tesco
805,805,03/03/2015 09:57,76.0,call,2015-03,Tesco
806,806,03/03/2015 09:59,355.0,call,2015-03,Three
808,808,03/03/2015 10:27,57.0,call,2015-03,Vodafone
811,811,04/03/2015 06:58,34.429,data,2015-03,Tesco
812,812,04/03/2015 07:02,1.0,sms,2015-03,Vodafone
813,813,04/03/2015 07:16,1.0,sms,2015-03,Vodafone
814,814,04/03/2015 10:30,1.0,sms,2015-03,Three
815,815,04/03/2015 10:30,1.0,sms,2015-03,Three
817,817,05/03/2015 06:58,34.429,data,2015-03,Tesco
818,818,06/03/2015 06:58,34.429,data,2015-03,Tesco
819,819,07/03/2015 06:58,34.429,data,2015-03,Tesco
820,820,08/03/2015 06:58,34.429,data,2015-03,Tesco
821,821,09/03/2015 06:58,34.429,data,2015-03,Tesco
822,822,10/03/2015 06:58,34.429,data,2015-03,Tesco
823,823,11/03/2015 06:58,34.429,data,2015-03,Tesco
824,824,12/03/2015 06:58,34.429,data,2015-03,Tesco
825,825,13/03/2015 00:38,1.0,sms,2015-03,world
826,826,13/03/2015 00:39,1.0,sms,2015-03,Vodafone
827,827,13/03/2015 06:58,34.429,data,2015-03,Tesco
828,828,14/03/2015 00:13,1.0,sms,2015-03,world
829,829,14/03/2015 00:16,1.0,sms,2015-03,world
